user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained,DOW_subscribe,DOW_cancel,is_correct_lang
a100003712,2018-01-28,Facebook,control,False,English,English,55+ years,,,None,False,,,True
a100003713,2018-01-28,Instagram,control,False,English,English,0-18 years,,,None,False,,,True
a100003714,2018-01-29,Instagram,control,False,English,English,19-24 years,,,None,False,,,True
a100003715,2018-01-29,Facebook,control,False,English,English,0-18 years,,,None,False,,,True
a100003716,2018-01-29,House Ads,control,False,English,English,19-24 years,,,None,False,,,True
a100003717,2018-01-29,House Ads,control,False,English,English,24-30 years,,,None,False,,,True
a100003718,2018-01-29,House Ads,control,False,English,English,30-36 years,,,None,False,,,True
a100003719,2018-01-29,House Ads,control,False,English,English,36-45 years,,,None,False,,,True
a100003720,2018-01-29,Push,control,False,English,English,45-55 years,,,None,False,,,True
a100003721,2018-01-30,House Ads,control,False,English,English,55+ years,,,None,False,,,True
a100003722,2018-01-30,House Ads,control,False,English,English,55+ years,,,None,False,,,True
a100003723,2018-01-30,House Ads,control,False,English,English,55+ years,,,None,False,,,True
a100003724,2018-01-30,Push,control,False,English,English,0-18 years,,,None,False,,,True
a100003725,2018-01-30,Facebook,control,False,English,English,19-24 years,,,None,False,,,True
a100003726,2018-01-30,Instagram,control,False,English,English,24-30 years,,,None,False,,,True
a100003727,2018-01-30,Instagram,control,False,English,English,30-36 years,,,None,False,,,True
a100003728,2018-01-31,Facebook,control,False,English,English,36-45 years,,,None,False,,,True
a100003729,2018-01-31,House Ads,control,False,English,English,45-55 years,,,None,False,,,True
a100003730,2018-01-31,House Ads,control,False,English,English,55+ years,,,None,False,,,True
a100003731,2018-01-31,House Ads,control,False,English,English,55+ years,,,None,False,,,True
a100003732,2018-01-31,House Ads,control,False,English,English,55+ years,,,None,False,,,True
a100003733,2018-01-31,Push,control,False,English,English,0-18 years,,,None,False,,,True
a100003734,2018-01-31,House Ads,control,False,English,English,19-24 years,,,None,False,,,True
a100003735,2018-01-01,House Ads,control,False,English,English,24-30 years,,,None,False,,,True
a100003736,2018-01-01,House Ads,control,False,English,English,30-36 years,,,None,False,,,True
a100003737,2018-01-01,Push,control,False,English,English,36-45 years,,,None,False,,,True
a100003738,2018-01-01,Facebook,control,False,English,English,45-55 years,,,None,False,,,True
a100003739,2018-01-01,Instagram,control,False,English,English,55+ years,,,None,False,,,True
a100003740,2018-01-01,Instagram,control,False,English,English,55+ years,,,None,False,,,True
a100003741,2018-01-01,Facebook,control,False,English,English,55+ years,,,None,False,,,True
a100003742,2018-01-02,House Ads,control,False,English,English,0-18 years,,,None,False,,,True
a100003743,2018-01-02,House Ads,control,False,English,English,19-24 years,,,None,False,,,True
a100003744,2018-01-02,House Ads,control,False,English,English,24-30 years,,,None,False,,,True
a100003745,2018-01-02,House Ads,control,False,English,English,30-36 years,,,None,False,,,True
a100003746,2018-01-02,Push,control,False,English,English,36-45 years,,,None,False,,,True
a100003747,2018-01-02,House Ads,control,False,English,English,45-55 years,,,None,False,,,True
a100003748,2018-01-02,House Ads,control,False,English,English,55+ years,,,None,False,,,True
a100003749,2018-01-03,House Ads,control,False,English,English,55+ years,,,None,False,,,True
a100003750,2018-01-03,Push,control,False,English,English,55+ years,,,None,False,,,True
a100003751,2018-01-03,Facebook,control,False,English,English,0-18 years,,,None,False,,,True
a100003752,2018-01-03,Instagram,control,False,English,English,19-24 years,,,None,False,,,True
a100003753,2018-01-03,Instagram,control,False,English,English,0-18 years,,,None,False,,,True
a100003754,2018-01-03,Facebook,control,False,English,English,19-24 years,,,None,False,,,True
a100003755,2018-01-03,House Ads,control,False,English,English,24-30 years,,,None,False,,,True
a100003756,2018-01-04,House Ads,control,False,English,English,30-36 years,,,None,False,,,True
a100003757,2018-01-04,House Ads,control,False,English,English,36-45 years,,,None,False,,,True
a100003758,2018-01-04,House Ads,control,False,English,English,45-55 years,,,None,False,,,True
a100003759,2018-01-04,Push,control,False,English,English,55+ years,,,None,False,,,True
a100003760,2018-01-04,House Ads,control,False,English,English,55+ years,,,None,False,,,True
a100003761,2018-01-04,House Ads,control,False,English,English,55+ years,,,None,False,,,True
a100003762,2018-01-04,House Ads,control,False,English,English,0-18 years,,,None,False,,,True
a100003763,2018-01-05,Push,control,False,English,English,19-24 years,,,None,False,,,True
a100003764,2018-01-05,Facebook,control,False,English,English,24-30 years,,,None,False,,,True
a100003765,2018-01-05,Instagram,control,False,English,English,30-36 years,,,None,False,,,True
a100003766,2018-01-05,Instagram,control,False,English,English,36-45 years,,,None,False,,,True
a100005848,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005848,2018-01-27,House Ads,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005849,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005849,2018-01-27,House Ads,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005850,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005850,2018-01-27,Push,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005851,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005851,2018-01-27,Facebook,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005852,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005852,2018-01-28,Instagram,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005853,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005853,2018-01-28,Instagram,personalization,False,English,English,55+ years,,,None,False,,,True
a100005854,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005854,2018-01-28,Facebook,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005855,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005855,2018-01-28,House Ads,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005856,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005856,2018-01-28,House Ads,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005857,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005857,2018-01-28,House Ads,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005858,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005858,2018-01-28,Push,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005859,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005859,2018-01-29,Facebook,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005860,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005860,2018-01-29,Instagram,personalization,False,English,English,55+ years,,,None,False,,,True
a100005861,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005861,2018-01-29,Instagram,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005862,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005862,2018-01-29,Facebook,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005863,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005863,2018-01-29,House Ads,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005864,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005864,2018-01-29,House Ads,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005865,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005865,2018-01-29,House Ads,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005866,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005866,2018-01-30,Push,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005867,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005867,2018-01-30,Facebook,personalization,False,English,English,55+ years,,,None,False,,,True
a100005868,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005868,2018-01-30,Instagram,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005869,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005869,2018-01-30,Instagram,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005870,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005870,2018-01-30,Facebook,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005871,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005871,2018-01-30,House Ads,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005872,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005872,2018-01-30,House Ads,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005873,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005873,2018-01-31,House Ads,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005874,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005874,2018-01-31,Push,personalization,False,English,English,55+ years,,,None,False,,,True
a100005875,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005875,2018-01-31,Facebook,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005876,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005876,2018-01-31,Instagram,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005877,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005877,2018-01-31,Instagram,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005878,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005878,2018-01-31,Facebook,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005879,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005879,2018-01-31,House Ads,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005880,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005880,2018-01-01,House Ads,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005881,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005881,2018-01-01,House Ads,personalization,False,English,English,55+ years,,,None,False,,,True
a100005882,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005882,2018-01-01,Push,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005883,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005883,2018-01-01,Facebook,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005884,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005884,2018-01-01,Instagram,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005885,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005885,2018-01-01,Instagram,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005886,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005886,2018-01-01,Facebook,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005887,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005887,2018-01-02,House Ads,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005888,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005888,2018-01-02,House Ads,personalization,False,English,English,55+ years,,,None,False,,,True
a100005889,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005889,2018-01-02,House Ads,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005890,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005890,2018-01-02,Push,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005891,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005891,2018-01-02,Facebook,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005892,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005892,2018-01-02,Instagram,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005893,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005893,2018-01-02,Instagram,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005894,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005894,2018-01-03,Facebook,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005895,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005895,2018-01-03,House Ads,personalization,False,English,English,55+ years,,,None,False,,,True
a100005896,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005896,2018-01-03,House Ads,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005897,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005897,2018-01-03,House Ads,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005898,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005898,2018-01-03,Push,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005899,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005899,2018-01-03,Facebook,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005900,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005900,2018-01-03,Instagram,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005901,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005901,2018-01-04,Instagram,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005902,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005902,2018-01-04,Facebook,personalization,False,English,English,55+ years,,,None,False,,,True
a100005903,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005903,2018-01-04,House Ads,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005904,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005904,2018-01-04,House Ads,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005905,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005905,2018-01-04,House Ads,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005906,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005906,2018-01-04,Push,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005907,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005907,2018-01-04,Facebook,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005908,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005908,2018-01-05,Instagram,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005909,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005909,2018-01-05,Instagram,personalization,False,English,English,55+ years,,,None,False,,,True
a100005910,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005910,2018-01-05,Facebook,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005911,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005911,2018-01-05,House Ads,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005912,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005912,2018-01-05,House Ads,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005913,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005913,2018-01-05,House Ads,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005914,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005914,2018-01-05,Push,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005915,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005915,2018-01-06,Facebook,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005916,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005916,2018-01-06,Instagram,personalization,False,English,English,55+ years,,,None,False,,,True
a100005917,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005917,2018-01-06,Instagram,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005918,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005918,2018-01-06,Facebook,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005919,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005919,2018-01-06,House Ads,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005920,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005920,2018-01-06,House Ads,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005921,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005921,2018-01-06,House Ads,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005922,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005922,2018-01-07,Push,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005923,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005923,2018-01-07,Facebook,personalization,False,English,English,55+ years,,,None,False,,,True
a100005924,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005924,2018-01-07,Instagram,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005925,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005925,2018-01-07,Instagram,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005926,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005926,2018-01-07,Facebook,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005927,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005927,2018-01-07,House Ads,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005928,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005928,2018-01-08,House Ads,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005929,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005929,2018-01-08,House Ads,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005930,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005930,2018-01-08,Push,personalization,False,English,English,55+ years,,,None,False,,,True
a100005931,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005931,2018-01-08,Facebook,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005932,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005932,2018-01-08,Instagram,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005933,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005933,2018-01-08,Instagram,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005934,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005934,2018-01-08,Facebook,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005935,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005935,2018-01-09,House Ads,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005936,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005936,2018-01-09,House Ads,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005937,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005937,2018-01-09,House Ads,personalization,False,English,English,55+ years,,,None,False,,,True
a100005938,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005938,2018-01-09,Push,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005939,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005939,2018-01-09,Facebook,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005940,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005940,2018-01-09,Instagram,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005941,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005941,2018-01-09,Instagram,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005942,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005942,2018-01-10,Facebook,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005943,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005943,2018-01-10,House Ads,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005944,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005944,2018-01-10,House Ads,personalization,False,English,English,55+ years,,,None,False,,,True
a100005945,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005945,2018-01-10,House Ads,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005946,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005946,2018-01-10,Push,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005947,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005947,2018-01-10,Facebook,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005948,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005948,2018-01-10,Instagram,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005949,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005949,2018-01-11,Instagram,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005950,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005950,2018-01-11,Facebook,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005951,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005951,2018-01-11,House Ads,personalization,False,English,English,55+ years,,,None,False,,,True
a100005952,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005952,2018-01-11,House Ads,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005953,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005953,2018-01-11,House Ads,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005954,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005954,2018-01-11,Push,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005955,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005955,2018-01-11,Facebook,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005956,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005956,2018-01-12,Instagram,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005957,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005957,2018-01-12,Instagram,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005958,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005958,2018-01-12,Facebook,personalization,False,English,English,55+ years,,,None,False,,,True
a100005959,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005959,2018-01-12,House Ads,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005960,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005960,2018-01-12,House Ads,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005961,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005961,2018-01-12,House Ads,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005962,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005962,2018-01-12,Push,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005963,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005963,2018-01-13,Facebook,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005964,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005964,2018-01-13,Instagram,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005965,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005965,2018-01-13,Instagram,personalization,False,English,English,55+ years,,,None,False,,,True
a100005966,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005966,2018-01-13,Facebook,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005967,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005967,2018-01-13,House Ads,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005968,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005968,2018-01-13,House Ads,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005969,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005969,2018-01-13,House Ads,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005970,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005970,2018-01-14,Push,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005971,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005971,2018-01-14,Facebook,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005972,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005972,2018-01-14,Instagram,personalization,False,English,English,55+ years,,,None,False,,,True
a100005973,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005973,2018-01-14,Instagram,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005974,2018-01-15,Email,control,False,English,English,0-18 years,,,None,False,,,True
a100005974,2018-01-14,Facebook,personalization,False,English,English,19-24 years,,,None,False,,,True
a100005975,2018-01-15,Email,control,False,English,English,19-24 years,,,None,False,,,True
a100005975,2018-01-14,House Ads,personalization,False,English,English,24-30 years,,,None,False,,,True
a100005976,2018-01-15,Email,control,False,English,English,24-30 years,,,None,False,,,True
a100005976,2018-01-14,House Ads,personalization,False,English,English,30-36 years,,,None,False,,,True
a100005977,2018-01-15,Email,control,False,English,English,30-36 years,,,None,False,,,True
a100005977,2018-01-15,House Ads,personalization,False,English,English,36-45 years,,,None,False,,,True
a100005978,2018-01-15,Email,control,False,English,English,36-45 years,,,None,False,,,True
a100005978,2018-01-15,Push,personalization,False,English,English,45-55 years,,,None,False,,,True
a100005979,2018-01-15,Email,control,False,English,English,45-55 years,,,None,False,,,True
a100005979,2018-01-15,Facebook,personalization,False,English,English,55+ years,,,None,False,,,True
a100005980,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005980,2018-01-15,Instagram,personalization,False,English,English,0-18 years,,,None,False,,,True
a100005981,2018-01-15,Email,control,False,English,English,55+ years,,,None,False,,,True
a100005981,2018-01-15,Instagram,personalization,False,English,English,19-24 years,,,None,False,,,True
a100003767,2018-01-15,Email,personalization,False,English,English,55+ years,,,None,False,,,True
a100003768,2018-01-15,Email,personalization,False,English,English,0-18 years,,,None,False,,,True
a100003769,2018-01-15,Email,personalization,False,English,English,19-24 years,,,None,False,,,True
a100003770,2018-01-15,Email,personalization,False,English,English,24-30 years,,,None,False,,,True
a100003771,2018-01-15,Email,personalization,False,English,English,30-36 years,,,None,False,,,True
a100003772,2018-01-15,Email,personalization,False,English,English,36-45 years,,,None,False,,,True
a100003773,2018-01-15,Email,personalization,False,English,English,45-55 years,,,None,False,,,True
a100003774,2018-01-15,Email,personalization,False,English,English,55+ years,,,None,False,,,True
a100003775,2018-01-15,Email,personalization,False,English,English,0-18 years,,,None,False,,,True
a100003776,2018-01-15,Email,personalization,False,English,English,19-24 years,,,None,False,,,True
a100003777,2018-01-15,Email,personalization,False,English,English,24-30 years,,,None,False,,,True
a100003778,2018-01-15,Email,personalization,False,English,English,30-36 years,,,None,False,,,True
a100003779,2018-01-15,Email,personalization,False,English,English,36-45 years,,,None,False,,,True
a100003780,2018-01-15,Email,personalization,False,English,English,45-55 years,,,None,False,,,True
a100003781,2018-01-15,Email,personalization,False,English,English,55+ years,,,None,False,,,True
a100003782,2018-01-15,Email,personalization,False,English,English,0-18 years,,,None,False,,,True
a100003783,2018-01-15,Email,personalization,False,English,English,19-24 years,,,None,False,,,True
a100003784,2018-01-15,Email,personalization,False,English,English,24-30 years,,,None,False,,,True
